node_id,growth_stage,terrace_elevation,slope_degree,bund_height_m,weather_forecast,moisture_pct,acoustic_velocity,ec_ds_m,temperature_c,humidity_pct,ml_label
T3-05488,tillering,3,15.5,0.65,heavy_rain,11.02,1546.07,1.71,35.46,50.05,0
T3-05489,grain_filling,3,15.5,0.65,cloudy,7.51,1565.22,1.52,20.72,48.05,1
T1-05490,heading,1,12.5,0.45,sunny,36.41,1539.98,1.65,34.02,84.23,0
T3-05491,tillering,3,15.5,0.65,heavy_rain,12.29,1557.09,1.63,36.5,67.79,0
T2-05492,grain_filling,2,14.0,0.5,heavy_rain,52.69,1543.92,0.1,28.77,48.87,2
T2-05493,seedling,2,14.0,0.5,cloudy,4.14,1553.45,0.55,31.47,53.26,1
T3-05494,maturity,3,15.5,0.65,heavy_rain,8.99,1528.24,0.83,26.35,83.45,0
T1-05495,seedling,1,12.5,0.45,heavy_rain,4.66,1550.71,1.93,23.41,67.3,1
T3-05496,panicle_initiation,3,15.5,0.65,cloudy,22.48,1532.53,1.08,28.61,65.93,0
T1-05497,seedling,1,12.5,0.45,sunny,4.6,1550.93,1.01,21.75,72.22,1
T3-05498,tillering,3,15.5,0.65,sunny,4.66,1538.79,0.66,24.3,64.03,0
T1-05499,heading,1,12.5,0.45,heavy_rain,33.21,1529.45,0.94,23.72,92.97,0
T3-05500,maturity,3,15.5,0.65,cloudy,7.15,1560.93,0.67,32.86,74.86,0
T1-05501,tillering,1,12.5,0.45,sunny,7.42,1542.31,1.07,30.08,81.92,0
T1-05502,heading,1,12.5,0.45,cloudy,27.67,1549.4,0.83,32.93,72.17,0
T1-05503,heading,1,12.5,0.45,sunny,29.59,1536.91,1.72,27.4,67.96,0
T3-05504,grain_filling,3,15.5,0.65,sunny,21.97,1551.7,0.64,34.04,74.64,0
T2-05505,grain_filling,2,14.0,0.5,cloudy,4.02,1541.91,1.1,26.72,44.5,1
T1-05506,grain_filling,1,12.5,0.45,heavy_rain,21.37,1541.96,1.44,26.21,45.23,0
T2-05507,grain_filling,2,14.0,0.5,sunny,21.54,1531.92,1.14,29.94,90.38,0
T3-05508,panicle_initiation,3,15.5,0.65,sunny,26.34,1549.39,1.11,28.06,46.97,0
T1-05509,maturity,1,12.5,0.45,sunny,4.15,1541.34,1.1,31.22,55.73,1
T3-05510,maturity,3,15.5,0.65,sunny,0.28,1551.47,0.92,34.5,67.89,1
T1-05511,grain_filling,1,12.5,0.45,heavy_rain,43.27,1525.1,0.05,23.68,76.95,2
T2-05512,seedling,2,14.0,0.5,cloudy,0.95,1552.4,1.74,28.85,56.63,1
T2-05513,seedling,2,14.0,0.5,cloudy,3.11,1555.89,1.48,30.53,69.85,1
T1-05514,panicle_initiation,1,12.5,0.45,cloudy,28.72,1552.09,1.96,33.08,71.27,0
T2-05515,heading,2,14.0,0.5,heavy_rain,48.8,1530.35,0.24,24.52,62.39,2
T1-05516,heading,1,12.5,0.45,cloudy,9.12,1562.08,1.58,26.48,72.71,1
T2-05517,grain_filling,2,14.0,0.5,sunny,7.05,1553.17,1.71,23.82,71.2,1
T2-05518,panicle_initiation,2,14.0,0.5,cloudy,10.6,1563.05,1.79,27.66,65.01,1
T1-05519,tillering,1,12.5,0.45,sunny,14.19,1511.93,0.59,20.93,72.84,0
T2-05520,maturity,2,14.0,0.5,sunny,13.61,1534.69,1.47,24.64,58.06,0
T2-05521,maturity,2,14.0,0.5,heavy_rain,18.13,1526.59,0.92,19.32,80.43,0
T1-05522,heading,1,12.5,0.45,sunny,30.62,1521.11,1.6,24.56,46.07,0
T1-05523,heading,1,12.5,0.45,cloudy,4.87,1549.24,1.74,26.63,45.74,1
T3-05524,maturity,3,15.5,0.65,heavy_rain,10.89,1519.56,1.97,22.57,86.31,0
T1-05525,heading,1,12.5,0.45,heavy_rain,47.05,1537.57,0.14,31.84,89.96,2
T3-05526,maturity,3,15.5,0.65,heavy_rain,13.47,1542.36,1.63,32.57,72.06,0
T2-05527,tillering,2,14.0,0.5,sunny,7.67,1566.43,0.69,16.99,44.48,1
T1-05528,tillering,1,12.5,0.45,heavy_rain,3.98,1555.38,1.06,20.76,39.22,1
T1-05529,grain_filling,1,12.5,0.45,heavy_rain,45.52,1524.67,0.17,21.03,60.0,2
T3-05530,maturity,3,15.5,0.65,sunny,2.48,1553.58,1.3,23.29,50.04,1
T1-05531,heading,1,12.5,0.45,sunny,30.69,1545.2,1.68,36.25,71.69,0
T2-05532,grain_filling,2,14.0,0.5,heavy_rain,44.49,1538.76,0.42,26.48,57.84,2
T1-05533,tillering,1,12.5,0.45,cloudy,8.52,1549.73,0.7,31.97,73.4,0
T2-05534,tillering,2,14.0,0.5,cloudy,5.69,1537.99,1.36,32.53,55.7,0
T3-05535,heading,3,15.5,0.65,sunny,8.03,1550.46,0.57,30.06,45.71,1
T2-05536,heading,2,14.0,0.5,sunny,35.04,1530.85,0.64,27.91,49.79,0
T3-05537,tillering,3,15.5,0.65,cloudy,7.04,1547.07,1.8,32.05,63.02,0
T1-05538,grain_filling,1,12.5,0.45,sunny,16.26,1540.65,0.9,24.27,79.19,0
T2-05539,seedling,2,14.0,0.5,cloudy,33.72,1527.97,1.69,26.36,91.05,0
T1-05540,tillering,1,12.5,0.45,cloudy,6.29,1523.29,1.02,22.88,56.21,0
T3-05541,panicle_initiation,3,15.5,0.65,sunny,28.29,1546.39,1.29,26.93,75.48,0
T1-05542,maturity,1,12.5,0.45,sunny,10.4,1530.22,1.68,21.38,52.91,0
T3-05543,tillering,3,15.5,0.65,heavy_rain,7.36,1549.94,1.38,29.1,42.8,0
T3-05544,grain_filling,3,15.5,0.65,heavy_rain,6.04,1555.66,0.83,30.1,37.67,1
T2-05545,seedling,2,14.0,0.5,heavy_rain,42.13,1528.92,0.34,25.77,52.35,2
T3-05546,maturity,3,15.5,0.65,sunny,10.37,1552.42,0.86,31.09,59.66,0
T3-05547,seedling,3,15.5,0.65,heavy_rain,5.92,1546.81,1.26,22.83,60.0,1
T3-05548,tillering,3,15.5,0.65,sunny,12.56,1548.36,0.59,28.44,74.61,0
T2-05549,seedling,2,14.0,0.5,cloudy,7.14,1551.83,1.24,30.72,65.31,1
T1-05550,grain_filling,1,12.5,0.45,sunny,21.98,1537.46,1.28,33.4,66.11,0
T2-05551,heading,2,14.0,0.5,heavy_rain,32.46,1540.08,0.95,30.13,44.7,0
T3-05552,tillering,3,15.5,0.65,cloudy,8.33,1534.62,0.66,33.93,64.72,1
T1-05553,heading,1,12.5,0.45,cloudy,30.21,1558.85,0.63,37.07,13.23,1
T2-05554,panicle_initiation,2,14.0,0.5,sunny,20.34,1537.59,1.53,32.22,75.65,0
T1-05555,tillering,1,12.5,0.45,cloudy,9.97,1531.56,1.73,20.79,50.59,0
T3-05556,heading,3,15.5,0.65,sunny,10.44,1555.64,1.09,24.97,46.17,1
T2-05557,grain_filling,2,14.0,0.5,heavy_rain,45.52,1536.94,0.21,24.65,44.14,2
T2-05558,panicle_initiation,2,14.0,0.5,sunny,7.93,1542.32,2.02,28.67,77.75,1
T2-05559,grain_filling,2,14.0,0.5,cloudy,20.19,1527.14,1.02,20.65,75.32,0
T3-05560,heading,3,15.5,0.65,cloudy,34.04,1529.56,1.94,23.03,90.22,0
T2-05561,grain_filling,2,14.0,0.5,heavy_rain,48.09,1548.09,0.15,34.12,42.72,2
T2-05562,tillering,2,14.0,0.5,sunny,8.86,1556.4,0.7,26.4,64.7,1
T3-05563,maturity,3,15.5,0.65,heavy_rain,2.64,1531.39,1.18,22.17,58.15,0
T2-05564,heading,2,14.0,0.5,sunny,31.52,1535.86,0.48,23.91,62.01,0
T1-05565,seedling,1,12.5,0.45,cloudy,2.33,1551.04,1.67,20.5,61.56,1
T1-05566,heading,1,12.5,0.45,sunny,5.82,1564.94,1.52,33.45,62.84,1
T2-05567,grain_filling,2,14.0,0.5,sunny,16.88,1558.41,1.01,30.7,48.08,0
T3-05568,heading,3,15.5,0.65,sunny,30.61,1542.89,1.91,36.03,83.71,0
T2-05569,panicle_initiation,2,14.0,0.5,heavy_rain,45.19,1540.73,0.19,30.12,64.95,2
T2-05570,grain_filling,2,14.0,0.5,sunny,26.92,1536.65,0.96,23.52,86.84,0
T2-05571,panicle_initiation,2,14.0,0.5,cloudy,24.61,1552.67,1.82,32.8,43.31,0
T2-05572,panicle_initiation,2,14.0,0.5,cloudy,5.54,1567.22,1.23,33.47,52.33,1
T2-05573,seedling,2,14.0,0.5,cloudy,29.25,1550.99,1.87,34.19,66.69,0
T2-05574,grain_filling,2,14.0,0.5,heavy_rain,23.43,1541.07,1.64,33.27,83.67,0
T3-05575,maturity,3,15.5,0.65,sunny,3.48,1531.03,1.37,24.95,52.31,0
T2-05576,maturity,2,14.0,0.5,heavy_rain,14.18,1547.12,1.36,33.3,57.04,0
T1-05577,tillering,1,12.5,0.45,cloudy,8.6,1531.82,1.31,26.82,66.74,0
T1-05578,tillering,1,12.5,0.45,cloudy,3.87,1547.99,0.93,31.55,84.71,1
T3-05579,maturity,3,15.5,0.65,cloudy,14.13,1527.92,1.64,17.65,56.9,0
T1-05580,seedling,1,12.5,0.45,sunny,28.5,1541.87,1.66,23.69,48.91,0
T1-05581,maturity,1,12.5,0.45,sunny,12.0,1560.99,0.68,19.21,77.63,1
T1-05582,heading,1,12.5,0.45,cloudy,25.57,1520.73,1.18,23.51,48.19,0
T2-05583,grain_filling,2,14.0,0.5,heavy_rain,3.68,1550.63,0.94,27.62,84.35,1
T1-05584,grain_filling,1,12.5,0.45,heavy_rain,50.33,1541.03,0.42,27.13,64.98,2
T1-05585,heading,1,12.5,0.45,cloudy,28.88,1551.36,1.78,35.83,19.05,1
T2-05586,panicle_initiation,2,14.0,0.5,sunny,24.72,1508.27,1.7,21.86,53.97,0
T1-05587,seedling,1,12.5,0.45,heavy_rain,26.2,1532.09,1.59,23.83,82.02,0
T3-05588,tillering,3,15.5,0.65,cloudy,7.93,1553.42,1.01,30.2,65.16,0
T3-05589,heading,3,15.5,0.65,heavy_rain,35.68,1550.52,1.66,31.7,64.37,0
T3-05590,heading,3,15.5,0.65,cloudy,34.88,1549.12,1.07,34.91,51.73,0
T3-05591,heading,3,15.5,0.65,sunny,24.87,1530.78,1.46,20.09,62.96,0
T1-05592,panicle_initiation,1,12.5,0.45,cloudy,23.24,1523.54,1.87,24.32,64.83,0
T1-05593,maturity,1,12.5,0.45,cloudy,15.42,1521.43,1.59,22.72,75.99,0
T1-05594,tillering,1,12.5,0.45,sunny,7.87,1542.51,1.4,20.01,37.2,1
T1-05595,panicle_initiation,1,12.5,0.45,sunny,23.92,1550.73,1.12,28.37,82.16,0
T2-05596,heading,2,14.0,0.5,cloudy,28.66,1549.28,1.42,33.18,81.66,0
T1-05597,panicle_initiation,1,12.5,0.45,cloudy,2.88,1552.91,1.0,32.97,46.32,1
T3-05598,maturity,3,15.5,0.65,cloudy,11.5,1540.41,0.77,29.18,79.18,0
T3-05599,seedling,3,15.5,0.65,heavy_rain,10.37,1552.98,0.91,30.88,78.72,1
T1-05600,panicle_initiation,1,12.5,0.45,heavy_rain,39.85,1544.38,0.32,33.68,83.07,2
T2-05601,tillering,2,14.0,0.5,heavy_rain,8.43,1563.02,0.9,25.47,79.3,1
T1-05602,seedling,1,12.5,0.45,heavy_rain,29.56,1535.22,0.91,32.59,60.82,0
T3-05603,grain_filling,3,15.5,0.65,heavy_rain,9.42,1569.27,1.11,36.83,67.58,1
T3-05604,tillering,3,15.5,0.65,sunny,7.34,1524.46,1.49,22.63,83.29,0
T3-05605,panicle_initiation,3,15.5,0.65,heavy_rain,21.03,1564.99,0.59,34.6,56.4,0
T3-05606,seedling,3,15.5,0.65,heavy_rain,2.26,1547.54,0.83,21.84,89.66,1
T1-05607,heading,1,12.5,0.45,cloudy,27.49,1542.64,1.82,37.51,23.68,1
T3-05608,heading,3,15.5,0.65,cloudy,30.65,1531.9,1.81,28.79,72.29,0
T3-05609,heading,3,15.5,0.65,sunny,31.97,1516.52,1.04,21.5,66.08,0
T3-05610,grain_filling,3,15.5,0.65,heavy_rain,21.49,1553.34,0.54,33.96,57.29,0
T3-05611,seedling,3,15.5,0.65,heavy_rain,9.9,1528.68,0.83,23.56,79.76,1
T1-05612,heading,1,12.5,0.45,heavy_rain,45.33,1557.71,0.36,35.96,60.47,2
T1-05613,grain_filling,1,12.5,0.45,cloudy,7.41,1550.51,1.11,30.16,88.38,1
T1-05614,tillering,1,12.5,0.45,sunny,6.07,1557.61,1.02,30.89,89.03,1
T1-05615,seedling,1,12.5,0.45,sunny,2.74,1539.85,1.96,23.72,43.23,1
T3-05616,tillering,3,15.5,0.65,sunny,2.15,1559.47,1.45,32.3,48.44,1
T3-05617,maturity,3,15.5,0.65,heavy_rain,13.13,1533.44,1.33,22.73,72.19,0
T3-05618,seedling,3,15.5,0.65,cloudy,35.52,1545.8,1.49,34.2,39.65,0
T3-05619,maturity,3,15.5,0.65,cloudy,10.05,1537.25,0.49,31.24,47.12,0
T2-05620,panicle_initiation,2,14.0,0.5,cloudy,7.91,1555.08,1.76,27.11,45.77,1
T2-05621,maturity,2,14.0,0.5,cloudy,1.49,1556.0,1.59,28.37,43.58,1
T1-05622,seedling,1,12.5,0.45,heavy_rain,37.63,1525.76,1.82,22.91,54.77,0
T3-05623,tillering,3,15.5,0.65,sunny,13.91,1525.42,0.72,20.44,57.19,0
T1-05624,heading,1,12.5,0.45,cloudy,7.5,1557.29,0.84,27.77,42.17,1
T1-05625,seedling,1,12.5,0.45,cloudy,3.62,1553.5,1.62,29.5,50.9,1
T2-05626,tillering,2,14.0,0.5,sunny,12.59,1531.75,1.18,23.79,53.82,0
T3-05627,maturity,3,15.5,0.65,sunny,5.94,1567.16,0.59,21.41,85.44,1
T3-05628,tillering,3,15.5,0.65,sunny,9.04,1549.38,0.51,31.37,86.27,0
T1-05629,maturity,1,12.5,0.45,heavy_rain,50.27,1541.67,0.38,24.92,83.44,2
T1-05630,heading,1,12.5,0.45,heavy_rain,44.22,1538.28,0.17,24.42,51.27,2
T2-05631,seedling,2,14.0,0.5,cloudy,28.09,1525.81,1.91,25.09,69.66,0
T1-05632,tillering,1,12.5,0.45,sunny,5.22,1512.48,2.02,22.48,86.82,0
T2-05633,panicle_initiation,2,14.0,0.5,cloudy,23.99,1546.51,1.52,19.89,88.72,0
T3-05634,maturity,3,15.5,0.65,sunny,18.33,1559.5,1.35,30.23,61.27,0
T1-05635,grain_filling,1,12.5,0.45,sunny,1.67,1558.65,1.6,35.65,76.55,1
T3-05636,panicle_initiation,3,15.5,0.65,sunny,22.79,1526.17,1.8,27.11,49.72,0
T1-05637,heading,1,12.5,0.45,heavy_rain,4.97,1559.2,0.72,20.91,85.17,1
T1-05638,panicle_initiation,1,12.5,0.45,sunny,23.45,1560.56,0.58,34.13,75.95,0
T1-05639,panicle_initiation,1,12.5,0.45,cloudy,9.56,1551.92,0.99,31.45,41.15,1
T1-05640,seedling,1,12.5,0.45,sunny,30.13,1543.3,1.81,29.09,78.17,0
T3-05641,heading,3,15.5,0.65,sunny,33.88,1547.89,1.07,23.5,44.26,0
T2-05642,grain_filling,2,14.0,0.5,sunny,22.08,1533.83,1.12,20.09,80.31,0
T2-05643,heading,2,14.0,0.5,cloudy,30.3,1539.85,1.31,25.64,39.12,0
T3-05644,heading,3,15.5,0.65,sunny,32.37,1525.61,0.72,22.83,52.42,0
T1-05645,grain_filling,1,12.5,0.45,sunny,25.06,1532.14,0.71,27.46,90.58,0
T3-05646,heading,3,15.5,0.65,sunny,34.07,1524.46,0.7,20.36,41.59,0
T2-05647,maturity,2,14.0,0.5,sunny,12.1,1520.23,1.25,22.55,41.43,0
T3-05648,maturity,3,15.5,0.65,sunny,15.18,1552.15,0.85,29.06,62.8,0
T3-05649,seedling,3,15.5,0.65,cloudy,32.52,1522.33,0.52,21.97,89.38,0
T2-05650,panicle_initiation,2,14.0,0.5,sunny,27.7,1551.43,0.78,32.97,75.06,0
T2-05651,tillering,2,14.0,0.5,cloudy,13.38,1536.78,1.24,27.1,74.95,0
T3-05652,tillering,3,15.5,0.65,sunny,15.62,1522.74,1.34,23.56,77.91,0
T1-05653,grain_filling,1,12.5,0.45,heavy_rain,4.98,1555.57,1.62,23.27,46.63,1
T1-05654,heading,1,12.5,0.45,cloudy,29.23,1548.36,1.46,25.43,86.28,0
T2-05655,panicle_initiation,2,14.0,0.5,sunny,23.23,1549.25,0.75,28.08,69.31,0
T3-05656,maturity,3,15.5,0.65,sunny,13.18,1540.11,0.52,30.5,67.18,0
T1-05657,panicle_initiation,1,12.5,0.45,cloudy,27.4,1515.36,0.91,23.43,89.94,0
T3-05658,maturity,3,15.5,0.65,heavy_rain,11.67,1532.01,1.05,23.9,78.31,0
T1-05659,seedling,1,12.5,0.45,sunny,29.66,1527.88,0.52,27.2,58.95,0
T2-05660,panicle_initiation,2,14.0,0.5,heavy_rain,19.38,1511.37,1.64,21.56,78.74,0
T2-05661,grain_filling,2,14.0,0.5,sunny,22.55,1535.06,1.19,31.52,47.05,0
T2-05662,grain_filling,2,14.0,0.5,cloudy,19.44,1534.17,0.64,25.49,77.38,0
T1-05663,maturity,1,12.5,0.45,heavy_rain,5.54,1536.43,1.8,30.22,50.82,0
T3-05664,heading,3,15.5,0.65,heavy_rain,36.36,1545.73,0.98,32.05,51.47,0
T1-05665,grain_filling,1,12.5,0.45,cloudy,18.83,1536.11,0.59,20.93,66.11,0
T1-05666,maturity,1,12.5,0.45,sunny,11.61,1529.12,1.89,23.3,81.14,0
T3-05667,seedling,3,15.5,0.65,cloudy,6.99,1536.34,1.3,27.07,57.12,1
T2-05668,grain_filling,2,14.0,0.5,sunny,5.46,1544.95,1.07,28.52,60.08,1
T1-05669,maturity,1,12.5,0.45,heavy_rain,7.83,1549.22,1.49,23.07,47.72,1
T3-05670,heading,3,15.5,0.65,sunny,27.51,1550.56,1.47,32.66,20.9,1
T2-05671,seedling,2,14.0,0.5,sunny,30.23,1560.18,0.62,34.01,68.28,0
T1-05672,panicle_initiation,1,12.5,0.45,sunny,23.58,1517.98,1.92,21.13,60.56,0
T3-05673,maturity,3,15.5,0.65,cloudy,7.16,1543.02,0.84,19.94,60.47,1
T3-05674,maturity,3,15.5,0.65,cloudy,9.43,1548.9,1.37,27.9,75.69,0
T1-05675,heading,1,12.5,0.45,sunny,35.3,1553.13,0.95,32.9,55.39,0
T1-05676,heading,1,12.5,0.45,sunny,29.28,1528.59,0.85,22.63,49.88,0
T2-05677,seedling,2,14.0,0.5,cloudy,31.35,1536.73,1.53,28.28,90.72,0
T2-05678,maturity,2,14.0,0.5,sunny,11.29,1514.54,0.96,23.39,46.64,0
T1-05679,tillering,1,12.5,0.45,cloudy,12.95,1530.17,0.73,24.63,82.78,0
T1-05680,seedling,1,12.5,0.45,heavy_rain,32.84,1546.41,0.63,30.55,56.28,0
T3-05681,tillering,3,15.5,0.65,sunny,5.32,1524.94,1.72,21.72,83.26,0
T3-05682,grain_filling,3,15.5,0.65,sunny,1.44,1562.13,0.68,23.74,87.67,1
T2-05683,heading,2,14.0,0.5,heavy_rain,10.01,1533.83,1.12,23.02,45.09,1
T2-05684,maturity,2,14.0,0.5,heavy_rain,12.34,1540.51,1.84,30.85,86.95,0
T1-05685,heading,1,12.5,0.45,heavy_rain,45.02,1536.61,0.31,25.25,84.13,2
T1-05686,maturity,1,12.5,0.45,cloudy,6.38,1526.18,1.38,25.56,57.75,0
T1-05687,maturity,1,12.5,0.45,heavy_rain,3.3,1557.75,1.89,22.27,76.85,1
T3-05688,panicle_initiation,3,15.5,0.65,sunny,26.48,1551.34,1.2,31.44,73.35,0
T1-05689,seedling,1,12.5,0.45,sunny,39.48,1557.87,0.61,32.5,88.65,0
T2-05690,maturity,2,14.0,0.5,cloudy,12.15,1530.7,1.53,25.21,63.71,0
T3-05691,seedling,3,15.5,0.65,cloudy,28.54,1527.23,1.93,26.09,48.01,0
T3-05692,grain_filling,3,15.5,0.65,heavy_rain,3.03,1544.09,1.75,23.11,82.25,1
T2-05693,heading,2,14.0,0.5,sunny,30.76,1542.97,0.53,26.53,69.71,0
T2-05694,heading,2,14.0,0.5,heavy_rain,24.28,1537.24,1.93,41.16,24.09,1
T2-05695,heading,2,14.0,0.5,sunny,27.19,1524.4,2.0,20.27,62.79,0
T1-05696,grain_filling,1,12.5,0.45,sunny,5.99,1565.18,1.54,33.76,39.94,1
T3-05697,maturity,3,15.5,0.65,heavy_rain,5.68,1545.28,1.89,27.4,85.78,1
T1-05698,heading,1,12.5,0.45,heavy_rain,28.71,1555.85,0.99,37.76,17.98,1
T1-05699,panicle_initiation,1,12.5,0.45,heavy_rain,29.05,1527.27,0.89,23.02,62.74,0
T2-05700,seedling,2,14.0,0.5,heavy_rain,41.31,1552.38,0.29,35.7,48.13,2
T2-05701,grain_filling,2,14.0,0.5,cloudy,6.54,1563.41,0.66,26.34,57.15,1
T2-05702,tillering,2,14.0,0.5,cloudy,13.68,1545.26,1.55,30.42,68.87,0
T2-05703,panicle_initiation,2,14.0,0.5,cloudy,26.02,1527.45,1.56,25.03,80.1,0
T2-05704,tillering,2,14.0,0.5,cloudy,5.78,1561.26,0.97,33.18,87.85,1
T1-05705,panicle_initiation,1,12.5,0.45,heavy_rain,5.77,1556.43,1.43,30.01,71.95,1
T3-05706,grain_filling,3,15.5,0.65,sunny,15.25,1543.18,0.52,28.68,76.42,0
T3-05707,maturity,3,15.5,0.65,heavy_rain,4.22,1546.67,1.13,25.6,61.92,1
T1-05708,tillering,1,12.5,0.45,heavy_rain,6.96,1527.89,1.38,24.87,43.97,0
T1-05709,panicle_initiation,1,12.5,0.45,sunny,31.44,1533.64,1.97,25.41,84.22,0
T1-05710,heading,1,12.5,0.45,cloudy,3.68,1547.86,1.78,28.92,68.31,1
T2-05711,seedling,2,14.0,0.5,cloudy,25.62,1541.16,0.65,24.7,68.33,0
T3-05712,seedling,3,15.5,0.65,heavy_rain,35.18,1523.22,1.53,21.75,68.22,0
T1-05713,grain_filling,1,12.5,0.45,cloudy,14.22,1547.25,1.17,32.67,48.84,0
T2-05714,tillering,2,14.0,0.5,cloudy,4.71,1541.57,0.77,26.36,58.77,0
T2-05715,maturity,2,14.0,0.5,cloudy,12.21,1547.74,1.91,32.53,85.46,0
T3-05716,seedling,3,15.5,0.65,sunny,4.32,1556.17,1.35,34.27,81.4,1
T3-05717,heading,3,15.5,0.65,cloudy,26.42,1548.91,1.86,29.92,78.87,0
T3-05718,seedling,3,15.5,0.65,sunny,32.64,1559.12,1.21,33.24,74.18,0
T1-05719,tillering,1,12.5,0.45,sunny,6.44,1513.23,1.2,22.83,63.2,0
T2-05720,panicle_initiation,2,14.0,0.5,cloudy,24.13,1532.04,1.46,22.83,83.15,0
T3-05721,tillering,3,15.5,0.65,sunny,4.55,1524.33,1.98,25.9,41.56,0
T1-05722,seedling,1,12.5,0.45,heavy_rain,1.82,1552.43,1.19,22.9,69.57,1
T2-05723,panicle_initiation,2,14.0,0.5,heavy_rain,26.09,1527.26,1.27,26.85,69.72,0
T1-05724,tillering,1,12.5,0.45,sunny,16.02,1521.86,1.53,20.66,77.49,0
T3-05725,seedling,3,15.5,0.65,heavy_rain,5.8,1534.77,1.19,29.33,36.06,1
T1-05726,tillering,1,12.5,0.45,heavy_rain,8.82,1531.17,1.51,28.24,95.65,0
T2-05727,heading,2,14.0,0.5,cloudy,30.17,1561.17,1.67,34.86,43.2,0
T3-05728,seedling,3,15.5,0.65,sunny,29.32,1542.39,0.78,26.98,74.86,0
T2-05729,panicle_initiation,2,14.0,0.5,cloudy,30.76,1539.1,1.55,23.34,75.79,0
T3-05730,heading,3,15.5,0.65,heavy_rain,27.46,1542.07,1.74,26.15,68.84,0
T3-05731,heading,3,15.5,0.65,sunny,7.4,1549.7,0.93,32.73,57.13,1
T1-05732,maturity,1,12.5,0.45,heavy_rain,5.63,1546.19,1.47,27.67,66.56,1
T1-05733,heading,1,12.5,0.45,cloudy,40.29,1521.75,0.69,20.15,51.17,0
T1-05734,tillering,1,12.5,0.45,heavy_rain,7.25,1539.53,1.4,23.97,41.07,1
T3-05735,heading,3,15.5,0.65,sunny,9.01,1556.18,0.69,30.25,58.91,1
T1-05736,panicle_initiation,1,12.5,0.45,cloudy,25.41,1521.47,1.08,22.41,47.74,0
T1-05737,grain_filling,1,12.5,0.45,heavy_rain,46.98,1525.66,0.27,22.15,71.84,2
T3-05738,tillering,3,15.5,0.65,heavy_rain,15.47,1547.79,1.84,32.0,42.91,0
T1-05739,seedling,1,12.5,0.45,sunny,8.17,1564.21,1.82,29.8,51.97,1
T3-05740,heading,3,15.5,0.65,sunny,5.82,1560.24,1.83,33.18,53.46,1
T1-05741,grain_filling,1,12.5,0.45,heavy_rain,2.83,1567.15,0.97,30.46,54.05,1
T2-05742,seedling,2,14.0,0.5,cloudy,3.51,1550.57,0.86,22.27,85.49,1
T2-05743,seedling,2,14.0,0.5,heavy_rain,46.39,1531.64,0.34,23.75,56.76,2
T3-05744,maturity,3,15.5,0.65,sunny,4.92,1518.78,1.8,23.25,90.18,0
T3-05745,seedling,3,15.5,0.65,cloudy,32.7,1530.87,1.87,23.11,43.97,0
T2-05746,heading,2,14.0,0.5,heavy_rain,9.67,1544.39,0.68,32.31,46.22,1
T3-05747,heading,3,15.5,0.65,cloudy,32.69,1520.06,0.9,20.12,58.74,0
T1-05748,panicle_initiation,1,12.5,0.45,sunny,22.01,1524.91,0.76,22.06,59.55,0
T2-05749,heading,2,14.0,0.5,heavy_rain,27.51,1564.55,1.53,32.76,48.85,0
T1-05750,panicle_initiation,1,12.5,0.45,heavy_rain,48.77,1506.87,0.41,20.42,90.36,2
T2-05751,tillering,2,14.0,0.5,sunny,11.82,1524.8,1.93,22.91,85.77,0
T2-05752,tillering,2,14.0,0.5,cloudy,8.93,1552.48,1.09,26.54,78.34,0
T1-05753,panicle_initiation,1,12.5,0.45,cloudy,7.17,1546.92,1.4,29.58,57.22,1
T2-05754,tillering,2,14.0,0.5,sunny,16.06,1539.25,1.57,25.63,73.26,0
T2-05755,tillering,2,14.0,0.5,heavy_rain,10.47,1532.69,0.76,22.57,71.73,0
T3-05756,heading,3,15.5,0.65,cloudy,35.05,1543.95,1.6,27.03,75.3,0
T2-05757,seedling,2,14.0,0.5,heavy_rain,34.98,1545.18,1.92,27.15,51.42,0
T3-05758,panicle_initiation,3,15.5,0.65,cloudy,4.96,1554.63,1.31,34.71,56.87,1
T3-05759,seedling,3,15.5,0.65,sunny,28.67,1538.92,1.71,24.19,68.81,0
T3-05760,heading,3,15.5,0.65,sunny,5.93,1558.4,1.31,26.73,66.83,1
T3-05761,heading,3,15.5,0.65,sunny,7.07,1545.22,1.85,27.02,65.77,1
T2-05762,panicle_initiation,2,14.0,0.5,sunny,7.19,1551.96,1.66,31.77,80.64,1
T2-05763,panicle_initiation,2,14.0,0.5,cloudy,29.6,1553.16,0.59,27.69,90.79,0
T3-05764,panicle_initiation,3,15.5,0.65,cloudy,28.18,1538.05,1.74,27.4,47.17,0
T3-05765,maturity,3,15.5,0.65,sunny,7.12,1538.68,0.58,32.14,42.12,0
T2-05766,panicle_initiation,2,14.0,0.5,cloudy,24.86,1535.66,1.79,27.56,62.34,0
T2-05767,maturity,2,14.0,0.5,heavy_rain,13.71,1542.15,0.51,26.43,50.65,0
T3-05768,panicle_initiation,3,15.5,0.65,cloudy,8.61,1551.73,1.33,33.26,59.46,1
T2-05769,panicle_initiation,2,14.0,0.5,cloudy,22.0,1534.6,1.12,26.35,62.8,0
T2-05770,seedling,2,14.0,0.5,sunny,3.92,1536.17,0.77,19.54,72.13,1
T3-05771,seedling,3,15.5,0.65,sunny,9.96,1540.43,0.65,33.78,42.95,1
